DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IE,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2018,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2019,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IS,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2013,87.85,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2014,60.24,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2016,71.23,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2017,72.73,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2018,64.49,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2019,75.98,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2020,81.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2021,89.28,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,IT,2022,86.60,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LT,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LU,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,LV,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2013,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2014,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2015,0.05,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2016,0.09,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2017,0.07,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2018,0.03,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2019,0.03,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2020,0.02,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2021,0.03,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,ME,2022,0.03,p
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2013,0.06,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2014,0.06,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2015,0.09,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2016,0.03,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2017,0.11,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2018,0.03,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2019,0.03,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2020,0.01,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2021,0.02,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2022,0.02,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2023,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,MT,2024,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NL,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2016,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2017,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2018,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2019,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2020,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,NO,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PL,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2013,17.53,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2014,17.40,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2015,20.75,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2016,17.32,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2017,17.80,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2018,24.66,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2019,22.34,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2020,20.17,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2021,25.52,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,PT,2022,16.91,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RO,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,RS,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SE,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2015,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2020,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2021,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2022,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2023,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SI,2024,0.00,n
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2023,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,SK,2024,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2013,390.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2014,438.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2015,400.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2016,430.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2017,460.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2018,427.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2019,415.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2020,513.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2021,556.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,TR,2022,938.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2013,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2014,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2015,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2016,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2017,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,UK,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,XK,2018,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,XK,2019,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,XK,2020,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,XK,2021,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1100,PR_HU_EU,XK,2022,0.00,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1910,PR_HU_EU,AL,2014,74.90,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1910,PR_HU_EU,AL,2015,75.10,
ESTAT:TAG00122(1.0),13/03/24 23:00:00,A,O1910,PR_HU_EU,AL,2016,78.50,
